room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude
Shared room,Hackney,Shacklewell,0,0,4,1,128,51.552269,-0.0711
Shared room,Brent,Brondesbury Park,11,3.5,12,1,49,51.545518,-0.210591
Shared room,Brent,Brondesbury Park,3,3.5,12,1,54,51.546369,-0.208591
Shared room,Lewisham,Brockley,14,4,6,1,58,51.473402,-0.028555
Shared room,Camden,St. Pancras and Somers Town,0,0,4,1,36,51.53157,-0.131913
Shared room,Southwark,Cathedrals,0,0,4,1,128,51.507303,-0.092709
Shared room,Newham,West Ham,0,0,2,1,121,51.535445,0.01345
Shared room,Greenwich,Woolwich Common,1,0,2,1,101,51.488409,0.067643
Shared room,Lambeth,St. Leonard's,0,0,2,1,76,51.427964,-0.128144
Shared room,Waltham Forest,Wood Street,0,0,2,1,70,51.586516,-0.004726
Shared room,Islington,Highbury East,34,4.5,2,1,75,51.552894,-0.095477
Shared room,Southwark,Riverside,4,4.5,3,1,66,51.502825,-0.080245
Shared room,Hackney,Hoxton East & Shoreditch,1,0,2,1,76,51.527036,-0.080001
Shared room,Southwark,Chaucer,2,0,2,1,76,51.496204,-0.087765
Shared room,Westminster,Hyde Park,91,4.5,2,1,71,51.515864,-0.174312
Shared room,Tower Hamlets,Blackwall & Cubitt Town,3,4.5,2,1,63,51.505243,-0.007769
Shared room,Westminster,Church Street,0,0,2,1,70,51.52379,-0.169911
Shared room,Southwark,Riverside,14,4.5,4,1,66,51.502941,-0.079681
Shared room,Barnet,Garden Suburb,0,0,2,1,64,51.570683,-0.188879
Shared room,Hammersmith and Fulham,Wormholt and White City,14,4.5,6,1,58,51.51167,-0.230372
Shared room,Hackney,Homerton,3,5,2,1,50,51.543972,-0.051433
Shared room,Hackney,Hackney Downs,0,0,4,1,50,51.556902,-0.063718
Shared room,Waltham Forest,Grove Green,4,4.5,2,1,41,51.559959,-0.004958
Shared room,Islington,Junction,5,5,2,1,54,51.564602,-0.130556
Shared room,Brent,Tokyngton,13,4,2,1,56,51.561687,-0.276411
Shared room,Camden,Bloomsbury,0,0,2,1,58,51.523404,-0.123626
Shared room,Bexley,Lesnes Abbey,1,0,2,1,41,51.491022,0.131057
Shared room,Merton,Figge's Marsh,0,0,3,1,34,51.407145,-0.150148
Shared room,Brent,Brondesbury Park,7,3,12,1,27,51.54621,-0.21029
Shared room,Brent,Brondesbury Park,8,3,12,1,33,51.546844,-0.208996
Shared room,Waltham Forest,Grove Green,3,3.5,2,1,34,51.559474,-0.003213
Shared room,Waltham Forest,Grove Green,1,0,3,1,39,51.559922,-0.005321
Shared room,Brent,Brondesbury Park,17,3.5,12,1,31,51.546649,-0.210591
Shared room,Waltham Forest,Grove Green,0,0,2,1,33,51.559928,-0.003325
Shared room,Waltham Forest,Grove Green,8,4.5,2,1,36,51.559963,-0.003046
Shared room,Hackney,Brownswood,0,0,9,1,39,51.561037,-0.097795
Shared room,City of London,City of London,1,0,2,1,350,51.511003,-0.077274
Shared room,Westminster,West End,0,0,2,1,345,51.50678,-0.145746
Shared room,Westminster,Knightsbridge and Belgravia,0,0,4,1,446,51.502233,-0.160395
Shared room,Kensington and Chelsea,Stanley,0,0,2,1,220,51.490849,-0.171207
Shared room,Richmond upon Thames,Twickenham Riverside,1,0,4,1,254,51.452537,-0.32231
Shared room,Brent,Wembley Central,1,0,1,1,300,51.555621,-0.299765
Shared room,Barnet,Mill Hill,0,0,1,1,216,51.622991,-0.251536
Shared room,Tower Hamlets,Lansbury,0,0,1,1,280,51.516471,-0.011584
Shared room,Kensington and Chelsea,Courtfield,0,0,4,1,204,51.491573,-0.176469
Shared room,Southwark,Cathedrals,0,0,1,1,192,51.505737,-0.103923
Shared room,Hammersmith and Fulham,Shepherd's Bush Green,0,0,2,1,204,51.508489,-0.233872
Shared room,Wandsworth,St. Mary's Park,0,0,1,1,192,51.472973,-0.175979
Shared room,Southwark,Grange,0,0,1,1,193,51.494177,-0.077036
Shared room,Waltham Forest,Hoe Street,0,0,2,1,160,51.584164,-0.010029
Shared room,Wandsworth,West Hill,1,0,1,1,161,51.447021,-0.21672
Shared room,Southwark,Rotherhithe,0,0,2,1,178,51.497756,-0.051258
Shared room,Kensington and Chelsea,Campden,0,0,2,1,160,51.508328,-0.193277
Shared room,Tower Hamlets,Canary Wharf,0,0,1,1,140,51.499592,-0.017287
Shared room,Camden,Regent's Park,1,0,2,1,140,51.526696,-0.145564
Shared room,Islington,Caledonian,1,0,1,1,133,51.533356,-0.122123
Shared room,Newham,West Ham,4,5,2,1,127,51.532813,0.007012
Shared room,Hackney,Hoxton East & Shoreditch,0,0,2,1,128,51.531868,-0.077703
Shared room,Islington,Barnsbury,1,0,4,1,138,51.533948,-0.107145
Shared room,Islington,Caledonian,0,0,2,1,140,51.537155,-0.117424
Shared room,Wandsworth,Northcote,1,0,2,1,128,51.4618,-0.166442
Shared room,Merton,Village,1,0,2,1,114,51.419602,-0.226908
Shared room,Southwark,South Bermondsey,0,0,2,1,112,51.488807,-0.065494
Shared room,Westminster,West End,2,0,2,1,122,51.506353,-0.144274
Shared room,Kensington and Chelsea,Pembridge,0,0,2,1,114,51.510218,-0.195482
Shared room,Newham,Forest Gate North,0,0,2,1,104,51.552038,0.017238
Shared room,Camden,Hampstead Town,25,4.5,4,1,114,51.558127,-0.179159
Shared room,Brent,Harlesden,0,0,2,1,88,51.547136,-0.253295
Shared room,Lewisham,Crofton Park,0,0,4,1,93,51.450372,-0.034617
Shared room,Wandsworth,Fairfield,0,0,2,1,90,51.462168,-0.189167
Shared room,Southwark,East Dulwich,0,0,2,1,88,51.45425,-0.068497
Shared room,Westminster,Lancaster Gate,4,4.5,2,1,102,51.513164,-0.188749
Shared room,Tower Hamlets,St. Dunstan's,0,0,2,1,90,51.520937,-0.04491
Shared room,Hackney,Stoke Newington,2,0,1,1,96,51.55595,-0.075526
Shared room,Lambeth,Bishop's,1,0,2,1,92,51.499213,-0.117082
Shared room,Tower Hamlets,St. Katharine's & Wapping,0,0,2,1,98,51.507623,-0.069625
Shared room,Lambeth,Thurlow Park,0,0,2,1,90,51.443634,-0.106254
Shared room,Westminster,Warwick,2,0,12,1,90,51.489452,-0.146214
Shared room,Lambeth,Oval,1,0,2,1,96,51.480214,-0.117519
Shared room,Ealing,Ealing Broadway,0,0,2,1,82,51.51349,-0.304855
Shared room,Kensington and Chelsea,Colville,2,0,2,1,64,51.516297,-0.201821
Shared room,Camden,St. Pancras and Somers Town,2,0,2,1,64,51.530997,-0.12314
Shared room,Lewisham,Catford South,0,0,2,1,68,51.443769,-0.000198
Shared room,Westminster,Tachbrook,4,5,2,1,70,51.487986,-0.136531
Shared room,Lewisham,Brockley,2,0,2,1,64,51.471222,-0.035038
Shared room,Westminster,Tachbrook,1,0,3,1,76,51.488526,-0.1333
Shared room,Ealing,Hanger Hill,0,0,2,1,64,51.526952,-0.288268
Shared room,Hackney,Woodberry Down,0,0,1,1,64,51.572489,-0.089061
Shared room,Haringey,Hornsey,0,0,1,1,64,51.586828,-0.116305
Shared room,Westminster,Lancaster Gate,0,0,1,1,63,51.511712,-0.180977
Shared room,Camden,St. Pancras and Somers Town,0,0,1,1,64,51.528696,-0.127592
Shared room,Tower Hamlets,Bow East,2,0,4,1,82,51.532325,-0.029717
Shared room,Hammersmith and Fulham,Town,0,0,2,1,82,51.472428,-0.204655
Shared room,Southwark,Surrey Docks,0,0,3,1,82,51.494249,-0.03359
Shared room,Tower Hamlets,Whitechapel,0,0,2,1,70,51.517207,-0.065434
Shared room,Enfield,Winchmore Hill,1,0,2,1,64,51.624721,-0.105029
Shared room,Camden,Camden Town with Primrose Hill,0,0,1,1,64,51.540555,-0.156008
Shared room,Westminster,Lancaster Gate,27,4.5,2,1,70,51.514109,-0.180949
Shared room,Camden,Cantelowes,9,5,2,1,70,51.542084,-0.13635
Shared room,Tower Hamlets,Canary Wharf,9,4.5,2,1,64,51.496089,-0.022041
Shared room,Lambeth,Bishop's,1,0,2,1,76,51.504338,-0.108606
Shared room,Hammersmith and Fulham,Fulham Broadway,0,0,2,1,76,51.483034,-0.20044
Shared room,City of London,City of London,15,4,1,1,64,51.517645,-0.09196
Shared room,Waltham Forest,Forest,1,0,3,1,70,51.570481,-0.00282
Shared room,Southwark,Grange,1,0,2,1,64,51.49482,-0.074077
Shared room,Hackney,Hoxton West,13,5,2,1,75,51.531884,-0.092749
Shared room,Ealing,Cleveland,3,5,1,1,50,51.52126,-0.324076
Shared room,Merton,Raynes Park,7,4,2,1,58,51.41506,-0.222108
Shared room,Hammersmith and Fulham,Parsons Green and Walham,1,0,1,1,58,51.478035,-0.194458
Shared room,Kensington and Chelsea,Earl's Court,1,0,1,1,44,51.492931,-0.196559
Shared room,Kensington and Chelsea,Redcliffe,5,5,1,1,50,51.485854,-0.187636
Shared room,Lewisham,Telegraph Hill,21,5,2,1,44,51.47156,-0.042193
Shared room,Southwark,Livesey,0,0,2,1,50,51.489627,-0.054625
Shared room,Hackney,London Fields,1,0,2,1,58,51.54128,-0.069156
Shared room,Hackney,Haggerston,19,4.5,1,1,58,51.537798,-0.077328
Shared room,Southwark,Surrey Docks,0,0,2,1,50,51.491988,-0.042429
Shared room,Camden,Holborn and Covent Garden,1,0,6,1,44,51.513804,-0.126579
Shared room,Camden,Holborn and Covent Garden,0,0,2,1,50,51.520396,-0.10846
Shared room,Hackney,Victoria,0,0,2,1,50,51.538173,-0.056132
Shared room,Lambeth,Stockwell,28,4,3,1,58,51.471578,-0.126562
Shared room,Hammersmith and Fulham,North End,7,4.5,2,1,50,51.486343,-0.202217
Shared room,Barnet,Edgware,1,0,1,1,49,51.614316,-0.281177
Shared room,Tower Hamlets,Mile End,0,0,1,1,46,51.514987,-0.03049
Shared room,Merton,Ravensbury,0,0,5,1,50,51.399046,-0.181764
Shared room,Barnet,Brunswick Park,0,0,2,1,50,51.626453,-0.137879
Shared room,Kensington and Chelsea,Pembridge,4,3,1,1,42,51.509178,-0.199963
Shared room,Islington,Tollington,0,0,2,1,49,51.563395,-0.127317
Shared room,Southwark,Riverside,7,5,2,1,48,51.497622,-0.065272
Shared room,Waltham Forest,Leytonstone,1,0,2,1,44,51.56942,-0.001747
Shared room,Kensington and Chelsea,Redcliffe,0,0,1,1,44,51.489925,-0.189461
Shared room,Hackney,Clissold,15,5,2,1,58,51.55412,-0.082122
Shared room,Waltham Forest,Hale End and Highams Park,0,0,2,1,50,51.606303,-0.004959
Shared room,Tower Hamlets,St. Peter's,1,0,2,1,50,51.530995,-0.058705
Shared room,Hackney,Hackney Downs,0,0,2,1,50,51.557162,-0.060004
Shared room,Hounslow,Isleworth,1,0,2,1,58,51.468337,-0.323576
Shared room,Brent,Kensal Green,0,0,1,1,50,51.531572,-0.227716
Shared room,Westminster,St. James's,0,0,6,1,47,51.512771,-0.126622
Shared room,Redbridge,Fairlop,2,0,1,1,50,51.592638,0.085084
Shared room,Newham,West Ham,2,0,1,1,49,51.530242,0.006295
Shared room,Camden,Kilburn,23,5,2,1,54,51.538501,-0.190194
Shared room,Camden,Highgate,1,0,1,1,44,51.557213,-0.143044
Shared room,Tower Hamlets,Bow West,1,0,2,1,44,51.529861,-0.023929
Shared room,Tower Hamlets,Blackwall & Cubitt Town,2,0,2,1,44,51.496931,-0.015065
Shared room,Brent,Kensal Green,0,0,1,1,42,51.533433,-0.227958
Shared room,Camden,Regent's Park,6,4,2,1,46,51.528958,-0.138034
Shared room,Kensington and Chelsea,Pembridge,6,4,1,1,42,51.50991,-0.201784
Shared room,Redbridge,Clayhall,0,0,2,1,44,51.579844,0.052397
Shared room,Richmond upon Thames,South Richmond,2,0,1,1,44,51.462209,-0.304706
Shared room,Hackney,Hackney Central,2,0,3,1,44,51.550899,-0.064561
Shared room,Newham,Stratford and New Town,0,0,1,1,50,51.53423,-0.007368
Shared room,Lambeth,Oval,1,0,3,1,58,51.479061,-0.1279
Shared room,Lewisham,Telegraph Hill,1,0,2,1,53,51.465195,-0.041019
Shared room,Camden,St. Pancras and Somers Town,54,4.5,1,1,44,51.531824,-0.134276
Shared room,Islington,Hillrise,0,0,2,1,42,51.568065,-0.130511
Shared room,City of London,City of London,36,4.5,2,1,59,51.517271,-0.099135
Shared room,Islington,Holloway,5,5,2,1,44,51.551397,-0.119729
Shared room,Hammersmith and Fulham,Hammersmith Broadway,37,4.5,2,1,44,51.496976,-0.232185
Shared room,Brent,Queens Park,0,0,2,1,58,51.532709,-0.216732
Shared room,Barnet,West Finchley,0,0,5,1,58,51.612407,-0.179656
Shared room,Tower Hamlets,Mile End,3,4.5,2,1,50,51.512612,-0.02532
Shared room,Greenwich,Woolwich Common,4,5,2,1,50,51.48184,0.068502
Shared room,Islington,St. Mary's,16,5,2,1,43,51.541946,-0.103877
Shared room,Southwark,Grange,225,4.5,3,1,44,51.499745,-0.079153
Shared room,Camden,Holborn and Covent Garden,11,5,2,1,48,51.520798,-0.111229
Shared room,Southwark,Camberwell Green,3,4.5,2,1,58,51.48105,-0.098022
Shared room,Kensington and Chelsea,Pembridge,2,0,1,1,42,51.508975,-0.201819
Shared room,Westminster,St. James's,0,0,3,1,50,51.512305,-0.124674
Shared room,Islington,Bunhill,0,0,1,1,44,51.522298,-0.08488
Shared room,Tower Hamlets,Spitalfields & Banglatown,2,0,2,1,58,51.518581,-0.070351
Shared room,Kensington and Chelsea,Pembridge,5,4,1,1,42,51.508665,-0.201791
Shared room,Kingston upon Thames,St. Mark's,6,4.5,2,1,32,51.390646,-0.310919
Shared room,Hounslow,Hounslow Central,0,0,1,1,20,51.471637,-0.358262
Shared room,Merton,Pollards Hill,5,5,4,1,36,51.397049,-0.142534
Shared room,Lambeth,Stockwell,0,0,1,1,38,51.478334,-0.129913
Shared room,Merton,Graveney,10,4.5,2,1,18,51.418339,-0.152642
Shared room,Ealing,South Acton,1,0,1,1,20,51.50504,-0.28006
Shared room,Hounslow,Syon,6,5,2,1,38,51.484572,-0.302997
Shared room,Richmond upon Thames,Twickenham Riverside,1,0,1,1,32,51.45591,-0.309912
Shared room,Kensington and Chelsea,Queen's Gate,3,4,4,1,32,51.496896,-0.18404
Shared room,Wandsworth,Wandsworth Common,62,4,5,1,32,51.457044,-0.182597
Shared room,Brent,Brondesbury Park,10,3.5,14,1,15,51.545838,-0.20922
Shared room,Westminster,Warwick,12,4.5,10,1,32,51.490342,-0.145191
Shared room,Hammersmith and Fulham,Hammersmith Broadway,2,0,1,1,18,51.499227,-0.22966
Shared room,Wandsworth,Wandsworth Common,17,4.5,3,1,32,51.457251,-0.181405
Shared room,Brent,Brondesbury Park,14,4,12,1,21,51.5475,-0.211073
Shared room,Westminster,Churchill,6,4.5,10,1,32,51.48699,-0.145057
Shared room,Brent,Mapesbury,6,4,14,1,18,51.548104,-0.208151
Shared room,Hammersmith and Fulham,Fulham Reach,0,0,2,1,38,51.481825,-0.223473
Shared room,Merton,Longthornton,38,4.5,1,1,20,51.409481,-0.142018
Shared room,Lambeth,Bishop's,37,3.5,15,1,22,51.494963,-0.112894
Shared room,Westminster,Warwick,4,4.5,8,1,27,51.490616,-0.148154
Shared room,Lambeth,Coldharbour,23,5,2,1,41,51.464287,-0.108871
Shared room,Hounslow,Hounslow Heath,2,0,1,1,16,51.466709,-0.370612
Shared room,Hounslow,Hounslow Heath,2,0,1,1,16,51.465749,-0.369697
Shared room,Southwark,East Walworth,52,4,5,1,23,51.492135,-0.097152
Shared room,Hammersmith and Fulham,Sands End,9,5,1,1,37,51.469921,-0.189872
Shared room,Kensington and Chelsea,Courtfield,1,0,1,1,32,51.494758,-0.178689
Shared room,Westminster,Church Street,24,4,6,1,22,51.520887,-0.166299
Shared room,Sutton,Beddington North,1,0,2,1,27,51.387731,-0.13039
Shared room,Hounslow,Hounslow Heath,2,0,1,1,16,51.465266,-0.369622
Shared room,Wandsworth,Nightingale,0,0,1,1,32,51.439662,-0.158135
Shared room,Hounslow,Hounslow Central,1,0,1,1,16,51.469474,-0.359782
Shared room,Westminster,Lancaster Gate,18,3.5,6,1,26,51.512828,-0.186508
Shared room,Hounslow,Hounslow Heath,6,4,1,1,16,51.465047,-0.369055
Shared room,Hounslow,Hounslow Central,0,0,1,1,16,51.468109,-0.357779
Shared room,Hounslow,Hounslow Heath,8,4,1,1,16,51.465261,-0.368001
Shared room,Hounslow,Hounslow Central,5,4.5,1,1,14,51.469714,-0.358308
Shared room,Hammersmith and Fulham,Ravenscourt Park,8,5,2,1,32,51.498979,-0.245862
Shared room,Hounslow,Hounslow Central,5,4.5,1,1,16,51.46502,-0.358831
Shared room,Wandsworth,St. Mary's Park,0,0,1,1,26,51.476453,-0.166076
Shared room,Lambeth,Bishop's,51,4,16,1,22,51.495778,-0.112088
Shared room,Lambeth,Bishop's,15,4,6,1,29,51.496024,-0.111529
Shared room,Tower Hamlets,Bow East,0,0,1,1,25,51.531266,-0.027375
Shared room,Tower Hamlets,Bow East,0,0,1,1,25,51.529973,-0.029077
Shared room,Southwark,Chaucer,18,4,16,1,32,51.496769,-0.086948
Shared room,Lambeth,Bishop's,17,4,6,1,29,51.494881,-0.114407
Shared room,Lambeth,Stockwell,8,5,1,1,28,51.478007,-0.12118
Shared room,Barking and Dagenham,Abbey,6,5,2,1,28,51.538099,0.08289
Shared room,Southwark,East Walworth,38,4.5,5,1,22,51.491988,-0.097632
Shared room,Southwark,Newington,1,0,1,1,25,51.48259,-0.102603
Shared room,Southwark,East Walworth,9,3.5,5,1,23,51.492136,-0.096077
Shared room,Southwark,Chaucer,96,4,16,1,32,51.497698,-0.089011
Shared room,Southwark,Chaucer,1,0,2,1,38,51.497512,-0.08719
Shared room,Tower Hamlets,Mile End,94,4.5,2,1,32,51.517459,-0.034149
Shared room,Southwark,Livesey,0,0,2,1,20,51.476787,-0.060058
Shared room,Greenwich,Plumstead,1,0,2,1,14,51.484271,0.09208
Shared room,Greenwich,Glyndon,7,4.5,2,1,15,51.483959,0.090693
Shared room,Southwark,Chaucer,8,4,2,1,38,51.49706,-0.087169
Shared room,Southwark,Newington,0,0,1,1,26,51.484988,-0.101944
Shared room,Southwark,East Walworth,57,4,5,1,23,51.49242,-0.097724
Shared room,Newham,Stratford and New Town,2,0,1,1,32,51.527813,-0.007766
Shared room,Lambeth,Herne Hill,0,0,1,1,32,51.452685,-0.105073
Shared room,Southwark,East Walworth,46,4.5,5,1,22,51.492131,-0.09722
Shared room,Southwark,Peckham,4,4.5,2,1,38,51.477846,-0.062016
Shared room,Croydon,Waddon,11,4.5,6,1,41,51.366203,-0.101402
Shared room,Southwark,East Walworth,30,4,5,1,23,51.490857,-0.095682
Shared room,Croydon,South Norwood,0,0,1,1,26,51.398877,-0.081246
Shared room,Tower Hamlets,Weavers,0,0,2,1,37,51.527411,-0.066917
Shared room,Tower Hamlets,Stepney Green,1,0,1,1,22,51.514319,-0.042239
Shared room,Southwark,East Walworth,0,0,2,1,31,51.489035,-0.094115
Shared room,Lambeth,Bishop's,9,3.5,3,1,32,51.493636,-0.113797
Shared room,Greenwich,Woolwich Common,8,2,4,1,14,51.480224,0.073066
Shared room,Bromley,Cray Valley East,1,0,3,1,37,51.392456,0.124919
Shared room,Lambeth,Coldharbour,6,4,2,1,32,51.460103,-0.109027
Shared room,Southwark,Nunhead,6,4.5,1,1,32,51.467193,-0.05206
Shared room,Tower Hamlets,Spitalfields & Banglatown,2,0,1,1,37,51.52156,-0.066655
Shared room,Southwark,Chaucer,23,4.5,1,1,21,51.494583,-0.090841
Shared room,Southwark,Chaucer,30,4,1,1,18,51.494419,-0.089859
Shared room,Southwark,East Walworth,17,4.5,1,1,28,51.492781,-0.091002
Shared room,Tower Hamlets,St. Peter's,6,5,2,1,28,51.525508,-0.06019
Shared room,Tower Hamlets,Canary Wharf,23,5,2,1,27,51.494263,-0.024893
Shared room,Southwark,East Walworth,14,4.5,6,1,23,51.492054,-0.096903
Shared room,Southwark,Grange,0,0,1,1,15,51.498439,-0.078725
Shared room,Southwark,Rotherhithe,0,0,1,1,26,51.490811,-0.047828
Shared room,Lewisham,Evelyn,67,4.5,2,1,33,51.484535,-0.033093
Shared room,Southwark,Camberwell Green,28,4.5,1,1,31,51.475175,-0.092255
Shared room,Lewisham,Ladywell,3,4,1,1,21,51.466376,-0.022807
Shared room,Kensington and Chelsea,Holland,21,4.5,2,1,20,51.500045,-0.21273
Shared room,Hackney,Springfield,11,5,4,1,21,51.573037,-0.076278
Shared room,Westminster,Bayswater,0,0,1,1,27,51.517552,-0.187446
Shared room,Westminster,Church Street,2,0,1,1,23,51.526108,-0.166425
Shared room,Westminster,Harrow Road,1,0,1,1,26,51.525144,-0.196373
Shared room,Brent,Kilburn,1,0,1,1,38,51.533405,-0.200518
Shared room,Camden,Kilburn,3,4.5,2,1,38,51.538429,-0.19305
Shared room,Camden,Hampstead Town,0,0,16,1,36,51.55154,-0.170719
Shared room,Brent,Kenton,0,0,2,1,22,51.577357,-0.30946
Shared room,Haringey,Muswell Hill,0,0,2,1,41,51.589564,-0.14789
Shared room,Brent,Mapesbury,6,3,12,1,15,51.547663,-0.209238
Shared room,Brent,Mapesbury,3,2.5,14,1,16,51.547598,-0.20996
Shared room,Westminster,St. James's,4,4,1,1,36,51.511056,-0.117694
Shared room,Westminster,St. James's,9,4,1,1,34,51.511264,-0.117188
Shared room,Brent,Mapesbury,13,4,10,1,16,51.54753,-0.20922
Shared room,Brent,Mapesbury,4,3.5,14,1,18,51.547404,-0.209882
Shared room,Hammersmith and Fulham,Shepherd's Bush Green,0,0,1,1,14,51.50407,-0.224584
Shared room,Barnet,East Barnet,1,0,1,1,26,51.643396,-0.168328
Shared room,Hammersmith and Fulham,Shepherd's Bush Green,7,4.5,1,1,25,51.507654,-0.231367
Shared room,Ealing,Greenford Broadway,1,0,1,1,38,51.527435,-0.357
Shared room,Camden,Bloomsbury,1,0,1,1,32,51.523273,-0.139711
Shared room,Ealing,Ealing Broadway,0,0,1,1,26,51.522411,-0.305473
Shared room,Islington,Caledonian,25,4.5,1,1,23,51.532486,-0.118541
Shared room,Harrow,Headstone North,0,0,1,1,20,51.581186,-0.369585
Shared room,Westminster,St. James's,22,4.5,1,1,36,51.510672,-0.119206
Shared room,Barnet,Edgware,0,0,1,1,18,51.612544,-0.278445
Shared room,Barnet,Edgware,0,0,1,1,18,51.613606,-0.278456
Shared room,Barnet,Edgware,2,0,1,1,18,51.618677,-0.281147
Shared room,Barnet,Edgware,0,0,1,1,18,51.612299,-0.280105
Shared room,Barnet,Edgware,1,0,1,1,18,51.618968,-0.282048
Shared room,Hammersmith and Fulham,Shepherd's Bush Green,30,4.5,6,1,26,51.510577,-0.229909
Shared room,Brent,Brondesbury Park,10,3.5,10,1,18,51.545642,-0.208526
Shared room,Barnet,Edgware,2,0,1,1,18,51.612274,-0.28002
Shared room,Hammersmith and Fulham,College Park and Old Oak,19,4.5,6,1,20,51.511453,-0.227346
Shared room,Brent,Mapesbury,8,3.5,1,1,20,51.551572,-0.221621
Shared room,Barnet,Edgware,1,0,1,1,18,51.619073,-0.281262
Shared room,Westminster,Bryanston and Dorset Square,0,0,2,1,32,51.520219,-0.16659
Entire home/apt,Brent,Queens Park,0,0,8,4,533,51.535574,-0.216192
Entire home/apt,Camden,Kilburn,0,0,4,2,626,51.535546,-0.190164
Entire home/apt,Haringey,Hornsey,0,0,6,3,524,51.580543,-0.116139
Entire home/apt,Westminster,Hyde Park,12,5,9,4,542,51.513932,-0.174799
Entire home/apt,Westminster,Bryanston and Dorset Square,0,0,6,3,574,51.523674,-0.159555
Entire home/apt,Westminster,West End,0,0,6,3,574,51.506525,-0.148984
Entire home/apt,Westminster,Marylebone High Street,25,4,8,3,638,51.52335,-0.142807
Entire home/apt,Westminster,West End,1,0,7,2,624,51.513856,-0.149592
Entire home/apt,Barnet,Finchley Church End,0,0,8,4,659,51.600731,-0.203525
Entire home/apt,Camden,St. Pancras and Somers Town,1,0,6,3,638,51.536632,-0.135655
Entire home/apt,Westminster,St. James's,0,0,6,3,638,51.512433,-0.118765
Entire home/apt,Westminster,Little Venice,0,0,6,3,638,51.524446,-0.183117
Entire home/apt,Westminster,Abbey Road,10,5,6,3,637,51.530632,-0.179749
Entire home/apt,Camden,Camden Town with Primrose Hill,0,0,8,3,637,51.537196,-0.159392
Entire home/apt,Hackney,Hoxton East & Shoreditch,22,5,6,2,574,51.526519,-0.077871
Entire home/apt,Islington,St. Mary's,1,0,12,5,574,51.541527,-0.097836
Entire home/apt,Tower Hamlets,Blackwall & Cubitt Town,11,4.5,5,2,574,51.506574,-0.005601
Entire home/apt,Islington,Canonbury,20,5,16,6,574,51.544853,-0.094903
Entire home/apt,Redbridge,Fairlop,0,0,6,4,638,51.603276,0.071237
Entire home/apt,Hackney,Hoxton East & Shoreditch,50,4.5,14,3,631,51.526442,-0.079454
Entire home/apt,Camden,Holborn and Covent Garden,4,3.5,8,3,522,51.52149,-0.10861
Entire home/apt,Islington,St. Peter's,0,0,7,4,525,51.535243,-0.101762
Entire home/apt,Camden,Bloomsbury,26,5,6,3,638,51.523777,-0.123145
Entire home/apt,Newham,East Ham Central,0,0,9,5,638,51.529872,0.050994
Entire home/apt,Tower Hamlets,Weavers,36,5,14,4,536,51.525622,-0.071153
Entire home/apt,Islington,St. George's,21,5,10,5,554,51.557618,-0.126146
Entire home/apt,Hackney,Hoxton East & Shoreditch,6,5,7,3,574,51.523393,-0.077156
Entire home/apt,Haringey,Stroud Green,0,0,11,6,650,51.573858,-0.111234
Entire home/apt,Southwark,Riverside,4,5,10,4,670,51.501463,-0.070098
Entire home/apt,Hackney,Victoria,21,4.5,14,6,574,51.53885,-0.052782
Entire home/apt,Hackney,Lea Bridge,3,5,6,3,638,51.559477,-0.05467
Entire home/apt,Westminster,Hyde Park,0,0,8,4,701,51.513102,-0.163626
Entire home/apt,Westminster,West End,0,0,4,2,536,51.505709,-0.148836
Entire home/apt,Westminster,Bryanston and Dorset Square,2,0,5,3,638,51.522007,-0.158376
Entire home/apt,Westminster,Marylebone High Street,1,0,5,2,641,51.514349,-0.150119
Entire home/apt,Westminster,West End,1,0,4,2,527,51.507587,-0.142639
Entire home/apt,Westminster,West End,12,3.5,6,1,638,51.506911,-0.145351
Entire home/apt,Westminster,St. James's,0,0,4,2,623,51.500473,-0.141405
Entire home/apt,Islington,St. George's,28,5,10,5,618,51.560094,-0.124632
Entire home/apt,Westminster,Church Street,0,0,7,3,638,51.522592,-0.167372
Entire home/apt,Westminster,Hyde Park,1,0,7,3,581,51.515084,-0.163529
Entire home/apt,Islington,Junction,6,4.5,7,4,552,51.561958,-0.137694
Entire home/apt,Camden,Camden Town with Primrose Hill,0,0,4,2,631,51.542462,-0.160483
Entire home/apt,Westminster,West End,16,5,4,2,637,51.505291,-0.147267
Entire home/apt,Westminster,Regent's Park,3,4,8,4,644,51.524897,-0.15958
Entire home/apt,Westminster,Marylebone High Street,0,0,8,4,701,51.520697,-0.157388
Entire home/apt,Westminster,Marylebone High Street,0,0,5,2,721,51.520722,-0.156313
Entire home/apt,Westminster,Marylebone High Street,1,0,6,3,701,51.520398,-0.149225
Entire home/apt,Westminster,Marylebone High Street,0,0,5,3,575,51.51974,-0.148784
Entire home/apt,Westminster,West End,20,5,7,3,637,51.514166,-0.142584
Entire home/apt,Westminster,St. James's,11,4.5,8,3,612,51.512588,-0.126057
Entire home/apt,Camden,Holborn and Covent Garden,2,0,6,3,712,51.513587,-0.12586
Entire home/apt,Hackney,De Beauvoir,15,4.5,10,5,560,51.542356,-0.081943
Entire home/apt,Camden,Bloomsbury,0,0,10,4,599,51.520559,-0.125043
Entire home/apt,Camden,Bloomsbury,34,5,6,2,574,51.522809,-0.123743
Entire home/apt,City of London,City of London,0,0,9,5,536,51.518846,-0.093242
